Time,NumOfPeople,Optical Flow
2024-05-17 14:02:56,9,0
2024-05-17 14:02:56,11,3.2166774
2024-05-17 14:02:56,9,1.9367503
2024-05-17 14:02:57,9,1.6620972
2024-05-17 14:02:57,11,0.8089415
2024-05-17 14:02:57,11,0.52848023
2024-05-17 14:02:57,10,0.73823243
2024-05-17 14:02:57,11,0.7075384
2024-05-17 14:02:58,9,1.4705687
2024-05-17 14:02:58,9,2.884511
2024-05-17 14:02:58,9,3.24252
2024-05-17 14:02:58,9,2.3205957
2024-05-17 14:02:58,9,3.633355
2024-05-17 14:02:59,9,4.3087006
2024-05-17 14:02:59,10,2.4115987
2024-05-17 14:02:59,10,2.4084697
2024-05-17 14:02:59,9,1.949699
2024-05-17 14:03:00,10,1.6077919
2024-05-17 14:03:00,11,1.3330898
2024-05-17 14:03:00,10,1.8387117
2024-05-17 14:03:00,10,1.9023812
2024-05-17 14:03:00,8,1.3172168
2024-05-17 14:03:01,9,2.4097443
2024-05-17 14:03:01,9,1.9592037
2024-05-17 14:03:01,9,1.8042599
2024-05-17 14:03:01,9,3.1843455
2024-05-17 14:03:02,8,2.8803122
2024-05-17 14:03:02,8,2.1701071
2024-05-17 14:03:02,8,2.6236327
2024-05-17 14:03:02,7,2.2787933
2024-05-17 14:03:03,7,0.6488108
2024-05-17 14:03:03,8,1.1477361
2024-05-17 14:03:03,8,1.3040794
2024-05-17 14:03:03,9,0.5058779
2024-05-17 14:03:04,7,0.3859677
2024-05-17 14:03:04,7,0.70311505
2024-05-17 14:03:04,6,0.4765219
2024-05-17 14:03:04,8,0.52989596
2024-05-17 14:03:04,10,0.7995218
2024-05-17 14:03:05,9,1.3900708
2024-05-17 14:03:05,10,1.329527
2024-05-17 14:03:05,11,1.2278275
2024-05-17 14:03:05,12,0.8760203
2024-05-17 14:03:06,9,1.3211457
2024-05-17 14:03:06,11,1.1153969
2024-05-17 14:03:06,12,0.34699893
2024-05-17 14:03:06,10,1.3442615
