Time,NumOfPeople,Optical Flow
2024-05-17 09:52:55,3,0
2024-05-17 09:52:55,6,3.430321
2024-05-17 09:52:55,6,1.4184663
2024-05-17 09:52:56,6,0.89596343
2024-05-17 09:52:56,5,1.9348183
2024-05-17 09:52:56,5,0.99780864
2024-05-17 09:52:56,6,0.6834864
2024-05-17 09:52:56,6,0.94491345
2024-05-17 09:52:57,7,0.7874065
2024-05-17 09:52:57,6,0.8639138
2024-05-17 09:52:57,6,0.75692075
2024-05-17 09:52:57,6,0.64179134
2024-05-17 09:52:57,7,1.5277312
2024-05-17 09:52:58,7,1.0521119
2024-05-17 09:52:58,7,1.0379924
2024-05-17 09:52:58,6,0.8845622
2024-05-17 09:52:58,7,0.9416737
2024-05-17 09:52:59,7,0.4065606
2024-05-17 09:52:59,7,1.5113168
2024-05-17 09:52:59,5,0.98583597
2024-05-17 09:52:59,6,0.62888294
2024-05-17 09:52:59,5,0.8928381
2024-05-17 09:53:00,6,1.2138841
2024-05-17 09:53:00,8,1.121375
2024-05-17 09:53:00,7,1.276256
2024-05-17 09:53:00,5,1.4311152
2024-05-17 09:53:01,4,1.6723853
2024-05-17 09:53:01,5,3.4641855
2024-05-17 09:53:01,5,1.7531339
2024-05-17 09:53:01,5,1.5867627
2024-05-17 09:53:02,6,1.7653229
2024-05-17 09:53:02,6,0.75355554
2024-05-17 09:53:02,6,0.8461186
2024-05-17 09:53:02,6,0.6969322
2024-05-17 09:53:02,4,1.1896608
2024-05-17 09:53:03,5,0.46571603
2024-05-17 09:53:03,4,0.57360846
2024-05-17 09:53:03,5,0.7101543
2024-05-17 09:53:03,7,0.92994976
2024-05-17 09:53:04,4,0.5232521
2024-05-17 09:53:04,4,0.6123766
2024-05-17 09:53:04,3,0.66351074
2024-05-17 09:53:04,4,0.8128552
2024-05-17 09:53:04,6,1.5967139
2024-05-17 09:53:05,4,2.1404378
2024-05-17 09:53:05,3,3.0402846
2024-05-17 09:53:05,5,3.2765696
2024-05-17 09:53:05,3,2.9173687
2024-05-17 09:53:06,4,1.7145689
2024-05-17 09:53:06,4,2.6027503
2024-05-17 09:53:06,3,1.5870154
2024-05-17 09:53:06,2,3.3069537
2024-05-17 09:53:06,6,3.4675114
2024-05-17 09:53:07,5,2.7517917
2024-05-17 09:53:07,4,2.6216693
2024-05-17 09:53:07,7,2.8798528
2024-05-17 09:53:07,6,3.2797196
2024-05-17 09:53:08,5,3.3255706
2024-05-17 09:53:08,5,3.0869668
2024-05-17 09:53:08,6,2.469483
2024-05-17 09:53:08,7,2.6265965
2024-05-17 09:53:09,6,1.7376697
2024-05-17 09:53:09,7,2.0540726
2024-05-17 09:53:09,7,2.120115
2024-05-17 09:53:09,7,3.281535
2024-05-17 09:53:09,8,3.8639824
2024-05-17 09:53:10,5,3.0709124
2024-05-17 09:53:10,5,2.6006186
2024-05-17 09:53:10,5,2.1739433
2024-05-17 09:53:10,4,2.5397007
2024-05-17 09:53:11,5,2.9991448
2024-05-17 09:53:11,5,3.661959
2024-05-17 09:53:11,5,5.3091316
2024-05-17 09:53:11,4,4.4689984
2024-05-17 09:53:11,5,3.3743422
2024-05-17 09:53:12,4,3.407794
2024-05-17 09:53:12,4,4.33784
2024-05-17 09:53:12,3,3.8987467
2024-05-17 09:53:12,4,4.3091564
2024-05-17 09:53:13,5,4.433573
2024-05-17 09:53:13,4,2.741325
2024-05-17 09:53:13,4,1.1482956
2024-05-17 09:53:13,5,1.42143
2024-05-17 09:53:14,5,1.7148881
2024-05-17 09:53:14,4,1.7847717
2024-05-17 09:53:14,4,2.283435
2024-05-17 09:53:14,6,2.846489
2024-05-17 09:53:14,8,3.6522095
2024-05-17 09:53:15,5,4.3332105
2024-05-17 09:53:15,5,5.1247654
2024-05-17 09:53:15,4,3.4114268
2024-05-17 09:53:15,7,2.6086657
2024-05-17 09:53:16,6,4.7834153
2024-05-17 09:53:16,4,3.2951903
2024-05-17 09:53:16,6,2.8771834
2024-05-17 09:53:16,5,4.818882
2024-05-17 09:53:17,4,3.159651
2024-05-17 09:53:17,4,2.5655196
2024-05-17 09:53:17,7,1.7060897
2024-05-17 09:53:17,7,1.6883711
2024-05-17 09:53:17,9,3.228788
2024-05-17 09:53:18,8,1.8498462
2024-05-17 09:53:18,5,3.91297
2024-05-17 09:53:18,4,2.9408216
2024-05-17 09:53:18,4,2.468224
2024-05-17 09:53:19,5,2.0216293
2024-05-17 09:53:19,5,4.7518635
2024-05-17 09:53:19,6,5.0995994
2024-05-17 09:53:19,5,5.4564414
2024-05-17 09:53:20,6,3.959404
2024-05-17 09:53:20,5,3.6803117
2024-05-17 09:53:20,4,3.2531548
2024-05-17 09:53:20,5,2.1358855
2024-05-17 09:53:20,6,1.9837483
2024-05-17 09:53:21,3,2.8830273
2024-05-17 09:53:21,5,4.821379
2024-05-17 09:53:21,2,3.406538
2024-05-17 09:53:21,3,3.71167
2024-05-17 09:53:22,3,5.25141
2024-05-17 09:53:22,5,2.3649862
2024-05-17 09:53:22,4,1.731698
2024-05-17 09:53:22,3,2.7906358
2024-05-17 09:53:23,4,2.3407726
2024-05-17 09:53:23,5,2.3543289
2024-05-17 09:53:23,6,2.8549945
2024-05-17 09:53:23,7,1.9266268
2024-05-17 09:53:23,5,2.838479
2024-05-17 09:53:24,5,3.3480754
2024-05-17 09:53:24,7,2.9889748
